tanggal,stasiun,biological_oxygen_demand,cadmium,chemical_oxygen_demand,chromium_vi,copper,fecal_coliform,lead,mbas_detergent,mercury,oil_and_grease,ph,total_coliform,total_dissolved_solids,total_suspended_solids,zinc
2010-01-01,DKI1,123.9198611111111,0.007962499999999999,74.2923611111111,0.0029625000000000003,0.014124999999999999,3219929097.222223,0.033187499999999995,377.79027777777776,0.5002408611111111,294.1818333333334,94.97013888888888,4563924319.444445,255.05555555555554,66.50972222222222,0.03679861111111109
2010-01-02,DKI1,123.9198611111111,0.007962499999999999,74.2923611111111,0.0029625000000000003,0.014124999999999999,3219929097.222223,0.033187499999999995,377.79027777777776,0.5002408611111111,294.1818333333334,94.97013888888888,4563924319.444445,255.05555555555554,66.50972222222222,0.03679861111111109
2010-01-03,DKI1,123.9198611111111,0.007962499999999999,74.2923611111111,0.0029625000000000003,0.014124999999999999,3219929097.222223,0.033187499999999995,377.79027777777776,0.5002408611111111,294.1818333333334,94.97013888888888,4563924319.444445,255.05555555555554,66.50972222222222,0.03679861111111109
2010-01-04,DKI1,123.9198611111111,0.007962499999999999,74.2923611111111,0.0029625000000000003,0.014124999999999999,3219929097.222223,0.033187499999999995,377.79027777777776,0.5002408611111111,294.1818333333334,94.97013888888888,4563924319.444445,255.05555555555554,66.50972222222222,0.03679861111111109
2010-01-05,DKI1,123.9198611111111,0.007962499999999999,74.2923611111111,0.0029625000000000003,0.014124999999999999,3219929097.222223,0.033187499999999995,377.79027777777776,0.5002408611111111,294.1818333333334,94.97013888888888,4563924319.444445,255.05555555555554,66.50972222222222,0.03679861111111109
2010-01-06,DKI1,123.9198611111111,0.007962499999999999,74.2923611111111,0.0029625000000000003,0.014124999999999999,3219929097.222223,0.033187499999999995,377.79027777777776,0.5002408611111111,294.1818333333334,94.97013888888888,4563924319.444445,255.05555555555554,66.50972222222222,0.03679861111111109
2010-01-07,DKI1,123.9198611111111,0.007962499999999999,74.2923611111111,0.0029625000000000003,0.014124999999999999,3219929097.222223,0.033187499999999995,377.79027777777776,0.5002408611111111,294.1818333333334,94.97013888888888,4563924319.444445,255.05555555555554,66.50972222222222,0.03679861111111109
2010-01-08,DKI1,123.9198611111111,0.007962499999999999,74.2923611111111,0.0029625000000000003,0.014124999999999999,3219929097.222223,0.033187499999999995,377.79027777777776,0.5002408611111111,294.1818333333334,94.97013888888888,4563924319.444445,255.05555555555554,66.50972222222222,0.03679861111111109
2010-01-09,DKI1,123.9198611111111,0.007962499999999999,74.2923611111111,0.0029625000000000003,0.014124999999999999,3219929097.222223,0.033187499999999995,377.79027777777776,0.5002408611111111,294.1818333333334,94.97013888888888,4563924319.444445,255.05555555555554,66.50972222222222,0.03679861111111109
2010-01-10,DKI1,123.9198611111111,0.007962499999999999,74.2923611111111,0.0029625000000000003,0.014124999999999999,3219929097.222223,0.033187499999999995,377.79027777777776,0.5002408611111111,294.1818333333334,94.97013888888888,4563924319.444445,255.05555555555554,66.50972222222222,0.03679861111111109
2010-01-11,DKI1,123.9198611111111,0.007962499999999999,74.2923611111111,0.0029625000000000003,0.014124999999999999,3219929097.222223,0.033187499999999995,377.79027777777776,0.5002408611111111,294.1818333333334,94.97013888888888,4563924319.444445,255.05555555555554,66.50972222222222,0.03679861111111109
2010-01-12,DKI1,123.9198611111111,0.007962499999999999,74.2923611111111,0.0029625000000000003,0.014124999999999999,3219929097.222223,0.033187499999999995,377.79027777777776,0.5002408611111111,294.1818333333334,94.97013888888888,4563924319.444445,255.05555555555554,66.50972222222222,0.03679861111111109
2010-01-13,DKI1,123.9198611111111,0.007962499999999999,74.2923611111111,0.0029625000000000003,0.014124999999999999,3219929097.222223,0.033187499999999995,377.79027777777776,0.5002408611111111,294.1818333333334,94.97013888888888,4563924319.444445,255.05555555555554,66.50972222222222,0.03679861111111109
2010-01-14,DKI1,123.9198611111111,0.007962499999999999,74.2923611111111,0.0029625000000000003,0.014124999999999999,3219929097.222223,0.033187499999999995,377.79027777777776,0.5002408611111111,294.1818333333334,94.97013888888888,4563924319.444445,255.05555555555554,66.50972222222222,0.03679861111111109
2010-01-15,DKI1,123.9198611111111,0.007962499999999999,74.2923611111111,0.0029625000000000003,0.014124999999999999,3219929097.222223,0.033187499999999995,377.79027777777776,0.5002408611111111,294.1818333333334,94.97013888888888,4563924319.444445,255.05555555555554,66.50972222222222,0.03679861111111109
2010-01-16,DKI1,123.9198611111111,0.007962499999999999,74.2923611111111,0.0029625000000000003,0.014124999999999999,3219929097.222223,0.033187499999999995,377.79027777777776,0.5002408611111111,294.1818333333334,94.97013888888888,4563924319.444445,255.05555555555554,66.50972222222222,0.03679861111111109
2010-01-17,DKI1,123.9198611111111,0.007962499999999999,74.2923611111111,0.0029625000000000003,0.014124999999999999,3219929097.222223,0.033187499999999995,377.79027777777776,0.5002408611111111,294.1818333333334,94.97013888888888,4563924319.444445,255.05555555555554,66.50972222222222,0.03679861111111109
2010-01-18,DKI1,123.9198611111111,0.007962499999999999,74.2923611111111,0.0029625000000000003,0.014124999999999999,3219929097.222223,0.033187499999999995,377.79027777777776,0.5002408611111111,294.1818333333334,94.97013888888888,4563924319.444445,255.05555555555554,66.50972222222222,0.03679861111111109
2010-01-19,DKI1,123.9198611111111,0.007962499999999999,74.2923611111111,0.0029625000000000003,0.014124999999999999,3219929097.222223,0.033187499999999995,377.79027777777776,0.5002408611111111,294.1818333333334,94.97013888888888,4563924319.444445,255.05555555555554,66.50972222222222,0.03679861111111109
2010-01-20,DKI1,123.9198611111111,0.007962499999999999,74.2923611111111,0.0029625000000000003,0.014124999999999999,3219929097.222223,0.033187499999999995,377.79027777777776,0.5002408611111111,294.1818333333334,94.97013888888888,4563924319.444445,255.05555555555554,66.50972222222222,0.03679861111111109
2010-01-21,DKI1,123.9198611111111,0.007962499999999999,74.2923611111111,0.0029625000000000003,0.014124999999999999,3219929097.222223,0.033187499999999995,377.79027777777776,0.5002408611111111,294.1818333333334,94.97013888888888,4563924319.444445,255.05555555555554,66.50972222222222,0.03679861111111109
2010-01-22,DKI1,123.9198611111111,0.007962499999999999,74.2923611111111,0.0029625000000000003,0.014124999999999999,3219929097.222223,0.033187499999999995,377.79027777777776,0.5002408611111111,294.1818333333334,94.97013888888888,4563924319.444445,255.05555555555554,66.50972222222222,0.03679861111111109
2010-01-23,DKI1,123.9198611111111,0.007962499999999999,74.2923611111111,0.0029625000000000003,0.014124999999999999,3219929097.222223,0.033187499999999995,377.79027777777776,0.5002408611111111,294.1818333333334,94.97013888888888,4563924319.444445,255.05555555555554,66.50972222222222,0.03679861111111109
2010-01-24,DKI1,123.9198611111111,0.007962499999999999,74.2923611111111,0.0029625000000000003,0.014124999999999999,3219929097.222223,0.033187499999999995,377.79027777777776,0.5002408611111111,294.1818333333334,94.97013888888888,4563924319.444445,255.05555555555554,66.50972222222222,0.03679861111111109
2010-01-25,DKI1,123.9198611111111,0.007962499999999999,74.2923611111111,0.0029625000000000003,0.014124999999999999,3219929097.222223,0.033187499999999995,377.79027777777776,0.5002408611111111,294.1818333333334,94.97013888888888,4563924319.444445,255.05555555555554,66.50972222222222,0.03679861111111109
2010-01-26,DKI1,123.9198611111111,0.007962499999999999,74.2923611111111,0.0029625000000000003,0.014124999999999999,3219929097.222223,0.033187499999999995,377.79027777777776,0.5002408611111111,294.1818333333334,94.97013888888888,4563924319.444445,255.05555555555554,66.50972222222222,0.03679861111111109
2010-01-27,DKI1,123.9198611111111,0.007962499999999999,74.2923611111111,0.0029625000000000003,0.014124999999999999,3219929097.222223,0.033187499999999995,377.79027777777776,0.5002408611111111,294.1818333333334,94.97013888888888,4563924319.444445,255.05555555555554,66.50972222222222,0.03679861111111109
2010-01-28,DKI1,123.9198611111111,0.007962499999999999,74.2923611111111,0.0029625000000000003,0.014124999999999999,3219929097.222223,0.033187499999999995,377.79027777777776,0.5002408611111111,294.1818333333334,94.97013888888888,4563924319.444445,255.05555555555554,66.50972222222222,0.03679861111111109
2010-01-29,DKI1,123.9198611111111,0.007962499999999999,74.2923611111111,0.0029625000000000003,0.014124999999999999,3219929097.222223,0.033187499999999995,377.79027777777776,0.5002408611111111,294.1818333333334,94.97013888888888,4563924319.444445,255.05555555555554,66.50972222222222,0.03679861111111109
2010-01-30,DKI1,123.9198611111111,0.007962499999999999,74.2923611111111,0.0029625000000000003,0.014124999999999999,3219929097.222223,0.033187499999999995,377.79027777777776,0.5002408611111111,294.1818333333334,94.97013888888888,4563924319.444445,255.05555555555554,66.50972222222222,0.03679861111111109
2010-01-31,DKI1,123.9198611111111,0.007962499999999999,74.2923611111111,0.0029625000000000003,0.014124999999999999,3219929097.222223,0.033187499999999995,377.79027777777776,0.5002408611111111,294.1818333333334,94.97013888888888,4563924319.444445,255.05555555555554,66.50972222222222,0.03679861111111109
2010-02-01,DKI1,251.31184857423796,0.007957964601769911,74.18603736479842,0.0029623893805309732,0.014123893805309734,3192259631.268437,0.03324336283185841,377.4019272369715,0.3232504016715831,293.753208947886,404.06707472959687,4525019723.697148,255.0403146509341,66.25840707964602,0.037372664700098306
2010-02-02,DKI1,251.31184857423796,0.007957964601769911,74.18603736479842,0.0029623893805309732,0.014123893805309734,3192259631.268437,0.03324336283185841,377.4019272369715,0.3232504016715831,293.753208947886,404.06707472959687,4525019723.697148,255.0403146509341,66.25840707964602,0.037372664700098306
2010-02-03,DKI1,251.31184857423796,0.007957964601769911,74.18603736479842,0.0029623893805309732,0.014123893805309734,3192259631.268437,0.03324336283185841,377.4019272369715,0.3232504016715831,293.753208947886,404.06707472959687,4525019723.697148,255.0403146509341,66.25840707964602,0.037372664700098306
2010-02-04,DKI1,251.31184857423796,0.007957964601769911,74.18603736479842,0.0029623893805309732,0.014123893805309734,3192259631.268437,0.03324336283185841,377.4019272369715,0.3232504016715831,293.753208947886,404.06707472959687,4525019723.697148,255.0403146509341,66.25840707964602,0.037372664700098306
2010-02-05,DKI1,251.31184857423796,0.007957964601769911,74.18603736479842,0.0029623893805309732,0.014123893805309734,3192259631.268437,0.03324336283185841,377.4019272369715,0.3232504016715831,293.753208947886,404.06707472959687,4525019723.697148,255.0403146509341,66.25840707964602,0.037372664700098306
2010-02-06,DKI1,251.31184857423796,0.007957964601769911,74.18603736479842,0.0029623893805309732,0.014123893805309734,3192259631.268437,0.03324336283185841,377.4019272369715,0.3232504016715831,293.753208947886,404.06707472959687,4525019723.697148,255.0403146509341,66.25840707964602,0.037372664700098306
