tanggal,stasiun,biological_oxygen_demand,cadmium,chemical_oxygen_demand,chromium_vi,copper,fecal_coliform,lead,mbas_detergent,mercury,oil_and_grease,ph,total_coliform,total_dissolved_solids,total_suspended_solids,zinc
2010-01-01,DKI1,-61.80974507744213,0.008916523893777173,141.21758045438935,0.0029666022310088675,0.00576805395069294,-32739980091.207626,0.01518634519543734,288.29465049390853,0.01583253199971002,732.7116236649624,1957.2270399561535,-104551508731.69656,-127.58012033505872,26.392747875736628,0.0397156910385626
2010-01-02,DKI1,-61.33803354625354,0.008921540119176018,141.13829294076368,0.0029667710733347744,0.005763197421729892,-32489798537.836403,0.015178269019402104,290.9036670647308,0.017567471114439126,732.4312473016414,1945.5498031035504,-103546273100.149,-125.52539191604842,26.69679793534745,0.03976067035363837
2010-01-03,DKI1,-60.86607744654589,0.008926556624894444,141.05898257551527,0.002966939927673653,0.005758339551925054,-32239612687.80636,0.015170192843366867,293.51288208210985,0.0193023693897747,732.1510970179038,1933.8732981458538,-102541092615.47708,-123.47047755998278,27.00083776883012,0.03980566064074633
2010-01-04,DKI1,-60.39424363109765,0.00893157294373315,140.97968744468204,0.0029671087780082086,0.005753483022962006,-31989418244.458664,0.015162115877485564,296.12187219339125,0.021037349343897338,731.8707583345133,1922.1957685352884,-101535866175.07547,-121.415687161954,27.304874193603407,0.039850649158171686
2010-01-05,DKI1,-59.922348673519764,0.008936589169131997,140.9003770794336,0.0029672776283427636,0.005748625153157168,-31739228097.7698,0.015154039701450326,298.73100783214755,0.022772451816200356,731.5905703708452,1910.5186780616668,-100530694881.5495,-119.36083478490673,27.60892425321423,0.039895630596866585
2010-01-06,DKI1,-59.419332371888004,0.0089419285095638,140.8297350964031,0.0029674564254183965,0.005743189380540879,-31487143124.539345,0.01514514840427393,301.4007093600221,0.02445483063149312,731.4041677543488,1899.3807745655886,-99516231339.47736,-117.23210341789024,27.911958517428697,0.039934301347367154
2010-01-07,DKI1,-58.90867330403478,0.008947725331546022,140.77105974646952,0.0029676488912543635,0.005736974578844655,-31230834535.684464,0.015135180546908189,304.1788817758128,0.026068027514194347,731.3366076388489,1888.8299239739326,-98483164918.021,-115.01325455807569,28.21988087089945,0.039966081661649694
2010-01-08,DKI1,-58.398014236181666,0.008953523087926836,140.71238439653595,0.002967841397133572,0.005730759106727535,-30974508760.194283,0.015125211109850316,306.95741139540564,0.027680938521141063,731.2692736029323,1878.2795125192206,-97450135261.14839,-112.79434371924276,28.52783049404527,0.03999785171177309
2010-01-09,DKI1,-57.88741631045821,0.008959320657427933,140.65371666380994,0.002968033876984673,0.005724542293768625,-30718208764.657043,0.01511524483217671,309.7358484066053,0.029293563652333265,731.2019395670159,1867.7300525278865,-96417142368.85956,-110.57568079648354,28.83576307364417,0.04002962848669041
2010-01-10,DKI1,-57.708636723005725,0.008965787443200292,140.5990403478521,0.002968227938543796,0.005712587348369802,-30429890067.560013,0.015092634698662314,313.10473007297014,0.03097635086156092,731.1332113736686,1859.8517893764347,-95281061583.69847,-109.33448897339281,29.028324475441014,0.04003544897280123
2010-01-11,DKI1,-57.53945644992746,0.00897257398017068,140.53444642763444,0.002968430148902474,0.005697189121254494,-30117703430.69316,0.015062977558538004,316.84557996529554,0.032839239796130126,731.0123341564217,1852.9743193199913,-94073675888.3285,-108.76992209450873,29.176310184626693,0.04002322648287329
2010-01-12,DKI1,-57.131455017961,0.008979984228200922,140.45792396035768,0.0029686585074975604,0.005678734445279091,-29783015191.562668,0.015030401937196071,321.000283536825,0.034800755866005284,730.8799268804225,1845.7808170429653,-92807374947.47787,-108.7198430476169,29.362395038594432,0.03999781985748607
2010-01-13,DKI1,-56.642501406176734,0.008986844862979619,140.37874308763804,0.002968876088454317,0.005661314899165498,-29454359461.4217,0.014998515061624574,324.90006266156126,0.03700816592415279,730.652905298779,1837.9007973437378,-91587810983.73631,-108.72659876062585,29.547607262959932,0.03997175278654806
2010-01-14,DKI1,-56.138445688338834,0.008993600658236343,140.29906709642614,0.002969091605181997,0.005644090445532334,-29126859532.504517,0.014966761670038404,328.75116946081357,0.039262500445433446,730.4077596705347,1829.8894756983027,-90377180813.84924,-108.74426278087856,29.73264905185625,0.039945557590588945
2010-01-15,DKI1,-55.54194307028615,0.00900037177762997,140.22182861163753,0.0029693095345149504,0.005627533731110546,-28790772730.926666,0.014935522468241862,332.6809007858477,0.041520959745457775,730.12580075013,1821.7267981862242,-89106927680.24405,-108.48822745574182,29.92548996782256,0.03991657832994465
2010-01-16,DKI1,-54.95020953835569,0.009007187000637117,140.15521613141306,0.002969523701785407,0.0056106940990710875,-28457936351.74951,0.014903963378788177,336.63887767079177,0.04369369715852256,729.8610615579928,1813.702009674511,-87841095487.83641,-108.15936678394917,30.11431201542544,0.039888181648816225
2010-01-17,DKI1,-54.358537148555,0.009014003531802291,140.08861126839616,0.002969737905094781,0.005593851114927155,-28125078489.27823,0.014872400340104158,340.59739697632426,0.045866434571587233,729.5963977257165,1805.6760501309477,-86575143810.53152,-107.83038215411966,30.30315792399401,0.0398597977094026
2010-01-18,DKI1,-53.76680361662454,0.009020819035129017,140.0219987881717,0.002969952092386858,0.005577010812466801,-27792246406.759903,0.014840838091266205,344.5554796994319,0.04803904946647153,729.3318092533016,1797.6518471351599,-85309330000.41576,-107.50189335643768,30.49197656288751,0.03983138970230545
2010-01-19,DKI1,-53.17500894256432,0.009027634538455741,139.9553939251548,0.0029701662676659625,0.005560172521269131,-27459401434.2651,0.014809279791658587,348.51346981414633,0.05021166436135571,729.0669947013032,1789.6272050024281,-84043451852.27841,-107.1728467475898,30.680791793071624,0.039802999038097905
2010-01-20,DKI1,-52.58327541063386,0.00903444966802303,139.88878906213787,0.0029703804469493915,0.005543332889229672,-27126567203.41736,0.014777719912358836,352.4714466990904,0.05238444261381403,728.8022178292354,1781.6019041642805,-82777582895.287,-106.844110033834,30.86962747551204,0.03977459138493729
2010-01-21,DKI1,-51.991480736573635,0.009041265358229472,139.8221727733096,0.002970594634241469,0.00552649258676932,-26793732972.56962,0.014746157663520883,356.4296220305912,0.05455722086627224,728.5376293568204,1773.577627979002,-81511750702.87935,-106.51549727811505,31.058446114405537,0.03974618691720536
2010-01-22,DKI1,-51.399624920383644,0.009048081422195351,139.7555755275003,0.002970808819531384,0.0055096509434671755,-26460888000.074814,0.014714596994375065,360.3878899704851,0.05672959072479555,728.2730408844054,1765.5529126567794,-80245872554.742,-106.18663660632251,31.24728520555534,0.03971779979236304
2010-01-23,DKI1,-50.80795253058295,0.009054897112401794,139.68897066448338,0.002971023006823461,0.005492810641006821,-26128040879.250595,0.014683034745537112,364.34602561267457,0.05890245065604072,728.0083016922681,1757.5279045765947,-78980003597.7506,-105.85783791354822,31.436120887995756,0.03968939320101199
2010-01-24,DKI1,-50.19084501479722,0.00906183053683077,139.6117321796948,0.002971240996221276,0.005475985087806157,-25783764645.953346,0.014651873738501204,368.3889508536754,0.06115837791366796,727.6993639415801,1748.858609410307,-77663013487.03633,-105.4222493720182,31.63027756578419,0.03966165979692653
2010-01-25,DKI1,-49.565666737881656,0.009068803953519467,139.5309821622151,0.0029714602469811846,0.005459161545868178,-25435670831.290565,0.014620841476374219,372.46035979045416,0.06344203511948265,727.3755802982503,1739.97428352052,-76328845124.55869,-104.95108487390894,31.82620677245217,0.03963413981656408
2010-01-26,DKI1,-48.60530730555763,0.009074682068179154,139.43444929064452,0.0029716671864466306,0.005445092763387564,-25114671747.174774,0.014593173168646653,376.1942640532936,0.06570690620428676,726.9852538975458,1732.2601112070824,-75106064259.73784,-104.6142908877573,32.03040209937572,0.0395982849850357
2010-01-27,DKI1,-47.0076634546233,0.009078439938994768,139.31073060524648,0.0029718485277696926,0.005435522505112093,-24857881932.531548,0.014571660131319344,379.2531457384836,0.06785215870552497,726.5078868572402,1727.2454600664041,-74153723673.0797,-104.71915938694178,32.25121488454499,0.039545890345879194
2010-01-28,DKI1,-45.40873561896365,0.009082196501652354,139.18695479079162,0.0029720299496797764,0.005425962973570942,-24600939586.50006,0.014550151833068436,382.3126624526553,0.06999888142492927,726.0299922979068,1722.2290523779502,-73200620221.30849,-104.82192059949966,32.472133339705174,0.03949336616595549
2010-01-29,DKI1,-43.66141583434819,0.0090859199865998,139.05517329117774,0.002972223300471371,0.005417340020020041,-24321068120.651894,0.014528680657582678,385.5196778775694,0.07228931797006533,725.4888708150881,1717.001749172218,-72137287356.269,-104.65451527071866,32.70543904476586,0.0394249856298284
2010-01-30,DKI1,-41.91385148121367,0.009089643471547244,138.92338798296004,0.0029724166692824236,0.0054087177368900355,-24041185913.156662,0.014507208692250853,388.7268123704175,0.07457991787277529,724.9477493322696,1711.774482561231,-71073908535.4998,-104.48698598390081,32.93875156724531,0.03935659872284391
2010-01-31,DKI1,-40.166287128079034,0.009093366489295394,138.79160648334613,0.002972610020074018,0.00540009679460182,-23761312298.979088,0.014485739096457229,391.9337087273976,0.07687047693609173,724.4065524895899,1706.5465572448284,-70010575670.46031,-104.31939471806459,33.17207431585292,0.03928820402925593
2010-02-01,DKI1,-20.121451303726644,0.008985188361156528,142.2834943960946,0.002969487510704142,0.005814154773113568,-24780007139.667816,0.01493276985469831,336.45139859375064,0.06940189117072493,693.6223506588742,1654.2945305713188,-68165820768.67819,-62.14936641004988,31.461403285494953,0.0393535042558286
2010-02-02,DKI1,-19.27353224805279,0.0089912847513272,142.22328798743888,0.002969690489893048,0.005805533830825353,-24502402161.34955,0.014922227779241851,339.62279947661443,0.07111910598867444,693.3761876725046,1641.7580490986043,-67082975100.80635,-60.368089420355204,31.845697772708395,0.03937929277872348
2010-02-03,DKI1,-18.425429765989634,0.008997381889016746,142.16308157878316,0.002969893479092764,0.0057969115476953475,-24224795034.701866,0.014911684124093256,342.7943194274123,0.07283591241268883,693.1302130857878,1629.2213480574178,-66000184579.81015,-58.58706034673423,32.23000589475937,0.0394050834252375
2010-02-04,DKI1,-17.507013834688905,0.00900382942617812,142.1126404302358,0.002970107698419434,0.005787612139461438,-23946599265.795235,0.01490017527705077,346.0095240802347,0.07449101051312257,692.999840526039,1617.4447930660167,-64912633045.2166,-56.710583584730216,32.60697847421653,0.03942197787726107
2010-02-05,DKI1,-16.556376000998625,0.00901043758645738,142.06664773091103,0.002970327037274473,0.00577800299677406,-23668149994.01796,0.014888225695902885,349.2448776734518,0.07611752103810521,692.9222952289399,1606.0151562602482,-63822912400.181015,-54.790721509824834,32.98062756202455,0.039434832497818005
